holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,month
None,267.75,2.54,0.0,90,Rain,moderate rain,2014-01-30 06:00:00,3919,1
None,266.98,1.78,0.0,90,Rain,moderate rain,2014-01-30 07:00:00,3235,1
None,266.02,2.03,0.0,90,Rain,moderate rain,2014-01-30 08:00:00,2868,1
None,264.41,2.54,0.0,90,Rain,moderate rain,2014-01-30 09:00:00,2827,1
None,263.8,1.91,0.0,90,Rain,moderate rain,2014-01-30 10:00:00,3431,1
None,263.92,1.78,0.0,90,Rain,moderate rain,2014-01-30 11:00:00,2893,1
None,264.59,1.4,0.0,90,Rain,moderate rain,2014-01-30 12:00:00,3308,1
None,265.11,0.76,0.0,75,Rain,light rain,2014-01-30 13:00:00,3455,1
None,265.06,0.76,0.0,40,Rain,light rain,2014-01-30 14:00:00,3937,1
None,264.57,0.0,0.0,1,Clear,sky is clear,2014-01-30 15:00:00,4289,1
None,263.92,0.0,0.0,0,Clear,sky is clear,2014-01-30 16:00:00,4661,1
None,261.89,0.0,0.0,0,Clear,sky is clear,2014-01-30 17:00:00,4730,1
None,260.09,0.0,0.0,0,Clear,sky is clear,2014-01-30 18:00:00,3652,1
None,258.52,0.0,0.0,0,Clear,sky is clear,2014-01-30 19:00:00,2682,1
None,257.11,0.0,0.0,0,Clear,sky is clear,2014-01-30 20:00:00,2461,1
None,256.09,0.0,0.0,0,Clear,sky is clear,2014-01-30 21:00:00,2219,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-30 22:00:00,1771,1
None,256.22,0.0,0.0,0,Clear,sky is clear,2014-01-30 23:00:00,1255,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 00:00:00,644,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 01:00:00,390,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 02:00:00,313,1
None,266.83,0.0,0.0,0,Clear,sky is clear,2014-01-31 03:00:00,361,1
None,266.83,0.0,0.0,0,Clear,sky is clear,2014-01-31 04:00:00,734,1
None,266.83,0.0,0.0,0,Clear,sky is clear,2014-01-31 05:00:00,2557,1
None,266.83,0.0,0.0,0,Clear,sky is clear,2014-01-31 06:00:00,5150,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 07:00:00,5363,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 08:00:00,5269,1
None,255.93,0.0,0.0,0,Clear,sky is clear,2014-01-31 09:00:00,4721,1
None,255.84,0.0,0.0,0,Clear,sky is clear,2014-01-31 10:00:00,4548,1
None,256.88,0.0,0.0,0,Clear,sky is clear,2014-01-31 11:00:00,4852,1
None,258.1,0.0,0.0,0,Clear,sky is clear,2014-01-31 12:00:00,5010,1
None,258.8,0.25,0.0,0,Rain,light rain,2014-01-31 13:00:00,5043,1
None,259.22,0.25,0.0,0,Rain,light rain,2014-01-31 14:00:00,5524,1
None,259.8,0.0,0.0,0,Clear,sky is clear,2014-01-31 15:00:00,5713,1
None,259.86,0.0,0.0,0,Clear,sky is clear,2014-01-31 16:00:00,5979,1
None,259.24,0.0,0.0,0,Clear,sky is clear,2014-01-31 17:00:00,5724,1
None,257.37,0.0,0.0,0,Clear,sky is clear,2014-01-31 18:00:00,5115,1
None,256.88,0.0,0.0,0,Clear,sky is clear,2014-01-31 19:00:00,3951,1
None,256.45,0.0,0.0,0,Clear,sky is clear,2014-01-31 20:00:00,2930,1
None,256.27,0.0,0.0,0,Clear,sky is clear,2014-01-31 21:00:00,2791,1
None,256.3,0.0,0.0,0,Clear,sky is clear,2014-01-31 22:00:00,2964,1
None,256.21,0.0,0.0,0,Clear,sky is clear,2014-01-31 23:00:00,1684,1
None,256.59,0.0,0.0,0,Clear,sky is clear,2014-02-01 00:00:00,1126,2
None,256.76,0.0,0.0,0,Clear,sky is clear,2014-02-01 01:00:00,644,2
None,257.04,0.0,0.0,0,Clear,sky is clear,2014-02-01 02:00:00,495,2
None,257.34,0.0,0.0,0,Clear,sky is clear,2014-02-01 03:00:00,376,2
None,257.92,0.0,0.0,0,Clear,sky is clear,2014-02-01 04:00:00,347,2
None,258.48,0.0,0.0,0,Clear,sky is clear,2014-02-01 05:00:00,699,2
None,259.04,0.0,0.0,0,Clear,sky is clear,2014-02-01 06:00:00,1186,2
None,259.17,0.0,0.0,0,Clear,sky is clear,2014-02-01 07:00:00,1986,2
None,260.08,0.0,0.0,0,Clear,sky is clear,2014-02-01 08:00:00,2694,2
None,260.99,0.0,0.0,0,Clear,sky is clear,2014-02-01 09:00:00,3589,2
None,262.43,0.0,0.0,0,Clear,sky is clear,2014-02-01 10:00:00,3881,2
None,264.97,0.0,0.0,0,Clear,sky is clear,2014-02-01 11:00:00,4526,2
None,266.29,0.0,0.0,0,Clear,sky is clear,2014-02-01 12:00:00,4933,2
None,266.82,0.25,0.0,0,Rain,light rain,2014-02-01 13:00:00,4864,2
None,267.06,0.42,0.0,0,Rain,light rain,2014-02-01 14:00:00,4779,2
None,266.65,0.38,0.0,0,Rain,light rain,2014-02-01 15:00:00,4766,2
None,265.9,0.0,0.0,0,Clear,sky is clear,2014-02-01 16:00:00,4923,2
None,264.5,0.0,0.0,0,Clear,sky is clear,2014-02-01 17:00:00,4394,2
None,262.72,0.0,0.0,0,Clear,sky is clear,2014-02-01 18:00:00,4172,2
None,261.08,0.0,0.0,0,Clear,sky is clear,2014-02-01 19:00:00,3555,2
None,259.49,0.0,0.0,0,Clear,sky is clear,2014-02-01 20:00:00,2743,2
None,258.19,0.0,0.0,0,Clear,sky is clear,2014-02-01 21:00:00,2658,2
None,257.04,0.0,0.0,0,Clear,sky is clear,2014-02-01 22:00:00,2830,2
None,256.51,0.0,0.0,0,Clear,sky is clear,2014-02-01 23:00:00,2296,2
None,255.59,0.0,0.0,0,Clear,sky is clear,2014-02-02 00:00:00,1143,2
None,255.48,0.0,0.0,0,Clear,sky is clear,2014-02-02 01:00:00,695,2
None,255.37,0.0,0.0,0,Clear,sky is clear,2014-02-02 02:00:00,539,2
None,266.51,0.0,0.0,0,Clear,sky is clear,2014-02-02 03:00:00,291,2
None,266.51,0.0,0.0,0,Clear,sky is clear,2014-02-02 04:00:00,284,2
None,266.51,0.0,0.0,0,Clear,sky is clear,2014-02-02 05:00:00,434,2
None,266.51,0.0,0.0,0,Clear,sky is clear,2014-02-02 06:00:00,739,2
None,266.51,0.0,0.0,0,Clear,sky is clear,2014-02-02 07:00:00,962,2
None,266.51,0.0,0.0,0,Clear,sky is clear,2014-02-02 08:00:00,1670,2
None,255.62,0.0,0.0,0,Clear,sky is clear,2014-02-02 09:00:00,2506,2
None,257.04,0.0,0.0,0,Clear,sky is clear,2014-02-02 10:00:00,3114,2
None,258.17,0.0,0.0,0,Clear,sky is clear,2014-02-02 11:00:00,3306,2
None,260.39,0.0,0.0,0,Clear,sky is clear,2014-02-02 12:00:00,3655,2
None,261.19,0.0,0.0,1,Clear,sky is clear,2014-02-02 13:00:00,3795,2
None,261.96,0.0,0.0,1,Clear,sky is clear,2014-02-02 14:00:00,3944,2
None,262.21,0.0,0.0,1,Clear,sky is clear,2014-02-02 15:00:00,3959,2
None,262.12,0.0,0.0,1,Clear,sky is clear,2014-02-02 16:00:00,4295,2
None,261.26,0.0,0.0,1,Clear,sky is clear,2014-02-02 17:00:00,3567,2
None,259.5,0.0,0.0,1,Clear,sky is clear,2014-02-02 18:00:00,2185,2
None,258.06,0.0,0.0,1,Clear,sky is clear,2014-02-02 19:00:00,1801,2
None,257.2,0.0,0.0,1,Clear,sky is clear,2014-02-02 20:00:00,1748,2
None,256.97,0.0,0.0,1,Clear,sky is clear,2014-02-02 21:00:00,2891,2
None,256.66,0.0,0.0,1,Clear,sky is clear,2014-02-02 22:00:00,1721,2
None,257.0,0.0,0.0,1,Clear,sky is clear,2014-02-02 23:00:00,942,2
None,256.94,0.0,0.0,1,Clear,sky is clear,2014-02-03 00:00:00,456,2
None,256.8,0.0,0.0,1,Clear,sky is clear,2014-02-03 01:00:00,309,2
None,256.8,0.0,0.0,1,Clear,sky is clear,2014-02-03 02:00:00,230,2
None,256.43,0.0,0.0,1,Clear,sky is clear,2014-02-03 03:00:00,319,2
None,255.85,0.0,0.0,1,Clear,sky is clear,2014-02-03 04:00:00,770,2
None,255.68,0.0,0.0,1,Clear,sky is clear,2014-02-03 05:00:00,2503,2
None,255.51,0.0,0.0,1,Clear,sky is clear,2014-02-03 06:00:00,5311,2
None,255.03,0.0,0.0,20,Clouds,few clouds,2014-02-03 07:00:00,6006,2
None,255.13,0.0,0.0,20,Clouds,few clouds,2014-02-03 08:00:00,5554,2
None,256.54,0.0,0.0,20,Clouds,few clouds,2014-02-03 09:00:00,4634,2
None,259.19,0.0,0.0,20,Clouds,few clouds,2014-02-03 10:00:00,4203,2
None,260.81,0.0,0.0,40,Clouds,scattered clouds,2014-02-03 11:00:00,4303,2
None,262.52,0.0,0.0,75,Clouds,broken clouds,2014-02-03 12:00:00,4603,2
None,263.66,0.0,0.0,75,Clouds,broken clouds,2014-02-03 13:00:00,4551,2
None,264.3,0.0,0.0,90,Clouds,overcast clouds,2014-02-03 14:00:00,4934,2
None,264.45,0.0,0.0,90,Clouds,overcast clouds,2014-02-03 15:00:00,5554,2
None,264.21,0.0,0.0,90,Clouds,overcast clouds,2014-02-03 16:00:00,6136,2
None,263.56,0.0,0.0,90,Clouds,overcast clouds,2014-02-03 17:00:00,5810,2
None,262.59,0.0,0.0,90,Clouds,overcast clouds,2014-02-03 18:00:00,4203,2
None,261.18,0.0,0.0,90,Clouds,overcast clouds,2014-02-03 19:00:00,2795,2
None,258.8,0.0,0.0,75,Clouds,broken clouds,2014-02-03 20:00:00,2432,2
None,257.82,0.0,0.0,75,Clouds,broken clouds,2014-02-03 21:00:00,2158,2
None,257.47,0.0,0.0,75,Clouds,broken clouds,2014-02-03 22:00:00,1628,2
None,257.68,0.0,0.0,75,Clouds,broken clouds,2014-02-03 23:00:00,898,2
None,257.43,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 00:00:00,442,2
None,256.91,0.0,0.0,75,Clouds,broken clouds,2014-02-04 01:00:00,296,2
None,256.38,0.0,0.0,75,Clouds,broken clouds,2014-02-04 02:00:00,234,2
None,256.56,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 03:00:00,340,2
None,255.62,0.0,0.0,75,Clouds,broken clouds,2014-02-04 04:00:00,779,2
None,255.58,0.0,0.0,75,Clouds,broken clouds,2014-02-04 05:00:00,2636,2
None,255.78,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 06:00:00,5474,2
None,255.41,0.0,0.0,20,Clouds,few clouds,2014-02-04 07:00:00,6151,2
None,255.81,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 08:00:00,5662,2
None,256.4,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 09:00:00,5119,2
None,257.39,0.0,0.0,75,Clouds,broken clouds,2014-02-04 10:00:00,4314,2
None,258.07,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 11:00:00,4327,2
None,259.45,0.0,0.0,40,Clouds,scattered clouds,2014-02-04 12:00:00,4696,2
None,260.55,0.0,0.0,75,Clouds,broken clouds,2014-02-04 13:00:00,4828,2
None,260.51,0.0,0.0,75,Clouds,broken clouds,2014-02-04 14:00:00,4913,2
None,260.41,0.0,0.0,75,Clouds,broken clouds,2014-02-04 15:00:00,5646,2
None,259.86,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 16:00:00,6404,2
None,259.1,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 17:00:00,6120,2
None,258.27,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 18:00:00,4630,2
None,257.76,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 19:00:00,2862,2
None,257.29,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 20:00:00,2454,2
None,256.88,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 21:00:00,3399,2
None,256.53,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 22:00:00,2605,2
None,256.09,0.0,0.0,90,Clouds,overcast clouds,2014-02-04 23:00:00,1055,2
None,255.94,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 00:00:00,488,2
None,255.69,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 01:00:00,298,2
None,255.48,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 02:00:00,227,2
None,255.37,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 03:00:00,334,2
None,255.22,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 04:00:00,793,2
None,254.5,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 05:00:00,2602,2
None,253.77,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 06:00:00,5737,2
None,253.9,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 07:00:00,6415,2
None,254.15,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 08:00:00,5633,2
None,254.85,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 09:00:00,4902,2
None,255.48,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 10:00:00,4212,2
None,255.98,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 11:00:00,4299,2
None,256.56,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 12:00:00,4678,2
None,257.02,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 13:00:00,4679,2
None,257.29,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 14:00:00,5115,2
None,257.48,0.0,0.0,75,Clouds,broken clouds,2014-02-05 15:00:00,5615,2
None,257.53,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 16:00:00,6393,2
None,256.87,0.0,0.0,90,Clouds,overcast clouds,2014-02-05 17:00:00,6058,2
None,256.39,0.0,0.0,75,Clouds,broken clouds,2014-02-05 18:00:00,4440,2
None,256.0,0.0,0.0,75,Clouds,broken clouds,2014-02-05 19:00:00,3197,2
None,255.55,0.0,0.0,1,Clear,sky is clear,2014-02-05 20:00:00,2651,2
None,254.76,0.0,0.0,40,Clouds,scattered clouds,2014-02-05 21:00:00,2309,2
None,253.14,0.0,0.0,1,Clear,sky is clear,2014-02-05 22:00:00,1448,2
None,252.29,0.0,0.0,1,Clear,sky is clear,2014-02-05 23:00:00,973,2
None,252.0,0.0,0.0,1,Clear,sky is clear,2014-02-06 00:00:00,479,2
None,251.29,0.0,0.0,1,Clear,sky is clear,2014-02-06 01:00:00,315,2
None,250.86,0.0,0.0,1,Clear,sky is clear,2014-02-06 02:00:00,245,2
None,250.64,0.0,0.0,75,Clouds,broken clouds,2014-02-06 03:00:00,379,2
None,250.14,0.0,0.0,75,Clouds,broken clouds,2014-02-06 04:00:00,739,2
None,249.71,0.0,0.0,90,Clouds,overcast clouds,2014-02-06 05:00:00,2639,2
None,249.14,0.0,0.0,40,Clouds,scattered clouds,2014-02-06 06:00:00,4774,2
None,249.0,0.0,0.0,1,Clear,sky is clear,2014-02-06 07:00:00,5707,2
None,249.14,0.0,0.0,1,Clear,sky is clear,2014-02-06 08:00:00,5750,2
None,250.72,0.0,0.0,1,Clear,sky is clear,2014-02-06 09:00:00,5189,2
None,252.29,0.0,0.0,1,Clear,sky is clear,2014-02-06 10:00:00,4252,2
None,255.03,0.0,0.0,1,Clear,sky is clear,2014-02-06 11:00:00,4601,2
None,255.98,0.0,0.0,20,Clouds,few clouds,2014-02-06 12:00:00,4775,2
None,256.4,0.0,0.0,20,Clouds,few clouds,2014-02-06 13:00:00,4692,2
None,257.12,0.0,0.0,20,Clouds,few clouds,2014-02-06 14:00:00,5227,2
None,257.31,0.0,0.0,40,Clouds,scattered clouds,2014-02-06 15:00:00,5730,2
None,257.28,0.0,0.0,40,Clouds,scattered clouds,2014-02-06 16:00:00,6498,2
None,256.9,0.0,0.0,40,Clouds,scattered clouds,2014-02-06 17:00:00,5892,2
None,256.19,0.0,0.0,75,Clouds,broken clouds,2014-02-06 18:00:00,4357,2
None,255.82,0.0,0.0,90,Clouds,overcast clouds,2014-02-06 19:00:00,3087,2
None,255.68,0.0,0.0,40,Clouds,scattered clouds,2014-02-06 20:00:00,2999,2
None,255.54,0.0,0.0,75,Clouds,broken clouds,2014-02-06 21:00:00,3442,2
None,255.56,0.0,0.0,90,Clouds,overcast clouds,2014-02-06 22:00:00,3500,2
None,255.08,0.0,0.0,20,Clouds,few clouds,2014-02-06 23:00:00,1250,2
None,254.57,0.0,0.0,1,Clear,sky is clear,2014-02-07 00:00:00,605,2
None,254.8,0.0,0.0,1,Clear,sky is clear,2014-02-07 01:00:00,375,2
None,254.31,0.0,0.0,1,Clear,sky is clear,2014-02-07 02:00:00,308,2
None,253.39,0.0,0.0,1,Clear,sky is clear,2014-02-07 03:00:00,399,2
None,253.14,0.0,0.0,1,Clear,sky is clear,2014-02-07 04:00:00,724,2
None,252.77,0.0,0.0,1,Clear,sky is clear,2014-02-07 05:00:00,2485,2
None,252.77,0.0,0.0,1,Clear,sky is clear,2014-02-07 06:00:00,5349,2
None,252.01,0.0,0.0,1,Clear,sky is clear,2014-02-07 07:00:00,6208,2
None,251.72,0.0,0.0,1,Clear,sky is clear,2014-02-07 08:00:00,5612,2
None,254.83,0.0,0.0,1,Clear,sky is clear,2014-02-07 09:00:00,5002,2
None,256.45,0.0,0.0,1,Clear,sky is clear,2014-02-07 10:00:00,4578,2
None,257.45,0.0,0.0,1,Clear,sky is clear,2014-02-07 11:00:00,5007,2
None,258.94,0.0,0.0,1,Clear,sky is clear,2014-02-07 12:00:00,5210,2
None,260.45,0.0,0.0,1,Clear,sky is clear,2014-02-07 13:00:00,5113,2
None,261.45,0.0,0.0,1,Clear,sky is clear,2014-02-07 14:00:00,5386,2
None,262.11,0.0,0.0,1,Clear,sky is clear,2014-02-07 15:00:00,5942,2
None,262.0,0.0,0.0,1,Clear,sky is clear,2014-02-07 16:00:00,6114,2
None,261.23,0.0,0.0,1,Clear,sky is clear,2014-02-07 17:00:00,5932,2
None,260.06,0.0,0.0,1,Clear,sky is clear,2014-02-07 18:00:00,4876,2
None,258.67,0.0,0.0,1,Clear,sky is clear,2014-02-07 19:00:00,3475,2
None,257.77,0.0,0.0,1,Clear,sky is clear,2014-02-07 20:00:00,2732,2
None,257.26,0.0,0.0,1,Clear,sky is clear,2014-02-07 21:00:00,2928,2
None,256.64,0.0,0.0,1,Clear,sky is clear,2014-02-07 22:00:00,3009,2
None,256.88,0.0,0.0,1,Clear,sky is clear,2014-02-07 23:00:00,1703,2
None,256.51,0.0,0.0,1,Clear,sky is clear,2014-02-08 00:00:00,1094,2
None,256.49,0.0,0.0,1,Clear,sky is clear,2014-02-08 01:00:00,701,2
None,256.49,0.0,0.0,1,Clear,sky is clear,2014-02-08 02:00:00,523,2
None,255.87,0.0,0.0,1,Clear,sky is clear,2014-02-08 03:00:00,343,2
None,255.26,0.0,0.0,1,Clear,sky is clear,2014-02-08 04:00:00,356,2
None,254.31,0.0,0.0,1,Clear,sky is clear,2014-02-08 05:00:00,662,2
None,253.66,0.0,0.0,20,Clouds,few clouds,2014-02-08 06:00:00,1204,2
None,253.34,0.0,0.0,75,Clouds,broken clouds,2014-02-08 07:00:00,1947,2
None,254.41,0.0,0.0,75,Clouds,broken clouds,2014-02-08 08:00:00,2926,2
None,256.08,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 09:00:00,3495,2
None,257.22,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 10:00:00,3965,2
None,259.54,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 11:00:00,4314,2
None,260.9,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 12:00:00,4694,2
None,262.25,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 13:00:00,4520,2
None,263.09,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 14:00:00,4494,2
None,263.55,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 15:00:00,4694,2
None,263.46,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 16:00:00,4500,2
None,263.26,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 17:00:00,4457,2
None,262.57,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 18:00:00,4256,2
None,261.85,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 19:00:00,3228,2
None,261.5,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 20:00:00,2547,2
None,261.42,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 21:00:00,2862,2
None,261.14,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 22:00:00,2640,2
None,260.94,0.0,0.0,90,Clouds,overcast clouds,2014-02-08 23:00:00,1640,2
None,260.21,0.0,0.0,75,Clouds,broken clouds,2014-02-09 00:00:00,941,2
None,258.49,0.0,0.0,40,Clouds,scattered clouds,2014-02-09 01:00:00,671,2
None,257.34,0.0,0.0,40,Clouds,scattered clouds,2014-02-09 02:00:00,552,2
None,256.34,0.0,0.0,75,Clouds,broken clouds,2014-02-09 03:00:00,301,2
None,256.15,0.0,0.0,20,Clouds,few clouds,2014-02-09 04:00:00,264,2
None,255.22,0.0,0.0,1,Clear,sky is clear,2014-02-09 05:00:00,443,2
None,254.91,0.0,0.0,1,Clear,sky is clear,2014-02-09 06:00:00,713,2
None,254.25,0.0,0.0,20,Clouds,few clouds,2014-02-09 07:00:00,900,2
None,253.4,0.0,0.0,1,Clear,sky is clear,2014-02-09 08:00:00,1653,2
None,254.94,0.0,0.0,1,Clear,sky is clear,2014-02-09 09:00:00,2490,2
None,255.84,0.0,0.0,1,Clear,sky is clear,2014-02-09 10:00:00,3317,2
None,256.42,0.0,0.0,1,Clear,sky is clear,2014-02-09 11:00:00,3588,2
None,257.39,0.0,0.0,1,Clear,sky is clear,2014-02-09 12:00:00,3849,2
None,258.14,0.0,0.0,1,Clear,sky is clear,2014-02-09 13:00:00,4072,2
None,258.82,0.0,0.0,1,Clear,sky is clear,2014-02-09 14:00:00,3959,2
None,258.92,0.0,0.0,1,Clear,sky is clear,2014-02-09 15:00:00,4117,2
None,258.67,0.0,0.0,1,Clear,sky is clear,2014-02-09 16:00:00,3920,2
None,257.94,0.0,0.0,1,Clear,sky is clear,2014-02-09 17:00:00,3711,2
None,256.43,0.0,0.0,1,Clear,sky is clear,2014-02-09 18:00:00,3535,2
None,256.01,0.0,0.0,1,Clear,sky is clear,2014-02-09 19:00:00,2674,2
None,255.52,0.0,0.0,1,Clear,sky is clear,2014-02-09 20:00:00,2245,2
None,254.85,0.0,0.0,1,Clear,sky is clear,2014-02-09 21:00:00,2146,2
None,252.85,0.0,0.0,1,Clear,sky is clear,2014-02-09 22:00:00,1646,2
None,251.77,0.0,0.0,1,Clear,sky is clear,2014-02-09 23:00:00,3111,2
None,251.29,0.0,0.0,1,Clear,sky is clear,2014-02-10 00:00:00,794,2
None,250.86,0.0,0.0,1,Clear,sky is clear,2014-02-10 01:00:00,298,2
None,250.39,0.0,0.0,1,Clear,sky is clear,2014-02-10 02:00:00,310,2
None,249.39,0.0,0.0,1,Clear,sky is clear,2014-02-10 03:00:00,323,2
None,249.14,0.0,0.0,1,Clear,sky is clear,2014-02-10 04:00:00,737,2
None,248.77,0.0,0.0,1,Clear,sky is clear,2014-02-10 05:00:00,2542,2
None,248.26,0.0,0.0,1,Clear,sky is clear,2014-02-10 06:00:00,5506,2
None,248.14,0.0,0.0,1,Clear,sky is clear,2014-02-10 07:00:00,6403,2
None,248.77,0.0,0.0,1,Clear,sky is clear,2014-02-10 08:00:00,5556,2
None,250.15,0.0,0.0,1,Clear,sky is clear,2014-02-10 09:00:00,4793,2
None,252.02,0.0,0.0,1,Clear,sky is clear,2014-02-10 10:00:00,4010,2
None,254.63,0.0,0.0,1,Clear,sky is clear,2014-02-10 11:00:00,4271,2
None,255.73,0.0,0.0,1,Clear,sky is clear,2014-02-10 12:00:00,4373,2
None,256.92,0.0,0.0,1,Clear,sky is clear,2014-02-10 13:00:00,4611,2
None,257.77,0.0,0.0,1,Clear,sky is clear,2014-02-10 14:00:00,4857,2
None,258.49,0.0,0.0,1,Clear,sky is clear,2014-02-10 15:00:00,5465,2
None,258.38,0.0,0.0,1,Clear,sky is clear,2014-02-10 16:00:00,6347,2
None,257.74,0.0,0.0,1,Clear,sky is clear,2014-02-10 17:00:00,6008,2
None,256.58,0.0,0.0,1,Clear,sky is clear,2014-02-10 18:00:00,4169,2
None,255.86,0.0,0.0,1,Clear,sky is clear,2014-02-10 19:00:00,2838,2
None,255.25,0.0,0.0,1,Clear,sky is clear,2014-02-10 20:00:00,2441,2
None,253.16,0.0,0.0,1,Clear,sky is clear,2014-02-10 21:00:00,2063,2
None,251.75,0.0,0.0,1,Clear,sky is clear,2014-02-10 22:00:00,1397,2
None,250.63,0.0,0.0,1,Clear,sky is clear,2014-02-10 23:00:00,903,2
None,250.0,0.0,0.0,1,Clear,sky is clear,2014-02-11 00:00:00,481,2
None,248.88,0.0,0.0,1,Clear,sky is clear,2014-02-11 01:00:00,282,2
None,248.13,0.0,0.0,1,Clear,sky is clear,2014-02-11 02:00:00,212,2
None,247.38,0.0,0.0,1,Clear,sky is clear,2014-02-11 03:00:00,341,2
None,247.13,0.0,0.0,1,Clear,sky is clear,2014-02-11 04:00:00,744,2
None,247.26,0.0,0.0,1,Clear,sky is clear,2014-02-11 05:00:00,2610,2
None,247.62,0.0,0.0,1,Clear,sky is clear,2014-02-11 06:00:00,4717,2
None,248.0,0.0,0.0,1,Clear,sky is clear,2014-02-11 07:00:00,6080,2
None,249.29,0.0,0.0,1,Clear,sky is clear,2014-02-11 08:00:00,4971,2
None,251.9,0.0,0.0,20,Clouds,few clouds,2014-02-11 09:00:00,5235,2
None,255.91,0.0,0.0,20,Clouds,few clouds,2014-02-11 10:00:00,4146,2
None,257.52,0.0,0.0,40,Clouds,scattered clouds,2014-02-11 11:00:00,4504,2
None,259.58,0.0,0.0,40,Clouds,scattered clouds,2014-02-11 12:00:00,4562,2
None,261.18,0.0,0.0,40,Clouds,scattered clouds,2014-02-11 13:00:00,4809,2
None,261.61,0.0,0.0,20,Clouds,few clouds,2014-02-11 14:00:00,4747,2
None,261.98,0.0,0.0,40,Clouds,scattered clouds,2014-02-11 15:00:00,5651,2
None,261.81,0.0,0.0,75,Clouds,broken clouds,2014-02-11 16:00:00,6431,2
None,261.27,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 17:00:00,6212,2
None,261.13,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 18:00:00,4424,2
None,261.12,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 19:00:00,3079,2
None,261.38,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 20:00:00,2755,2
None,261.59,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 21:00:00,2222,2
None,261.92,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 22:00:00,1537,2
None,262.07,0.0,0.0,90,Clouds,overcast clouds,2014-02-11 23:00:00,923,2
None,262.5,0.0,0.0,90,Clouds,overcast clouds,2014-02-12 00:00:00,463,2
None,262.81,0.0,0.0,90,Clouds,overcast clouds,2014-02-12 01:00:00,312,2
None,263.0,0.0,0.0,90,Clouds,overcast clouds,2014-02-12 02:00:00,246,2
None,263.31,0.0,0.0,90,Clouds,overcast clouds,2014-02-12 03:00:00,336,2
None,263.4,0.0,0.0,90,Clouds,overcast clouds,2014-02-12 04:00:00,820,2
None,263.64,0.0,0.0,90,Clouds,overcast clouds,2014-02-12 05:00:00,2678,2
None,263.82,0.76,0.0,90,Rain,light rain,2014-02-12 06:00:00,5165,2
None,263.9,0.51,0.0,90,Rain,light rain,2014-02-12 07:00:00,5312,2
